Cluster,goals,assists,total_attempts,tackles,blocked,clearance_attempted,passing_accuracy(%),dribbles,distance_covered(km/h),height(cm)
0,-0.08049270195603705,-0.3366930845899001,-0.4898072521945645,-0.6111990414173288,-0.435114123693838,-0.15388438649794073,0.25475629729952637,-0.5356089905121193,-0.31198385596377604,2.848539944743874
1,-0.3263864252059307,-0.36039286753456384,-0.57638748982677,-0.5344812117737051,-0.4739962830946681,-0.3719671280615315,0.2848310802374073,-0.4498682528219906,-0.8080542647367296,-0.11059423414007381
2,0.14949963708727365,0.40331268159400174,1.9217098986228098,0.16303308838921415,2.6150455171084097,-0.39570294238069487,-0.06455208463591927,2.1106129327770287,0.8893971644215607,-0.10099461754176785
3,-0.2981678150856709,-0.2677122627192164,-0.5657814539823157,-0.5957953189392815,-0.3886273314277383,-0.5111956519774287,-2.5847872363358335,-0.3916030496283492,-1.0839580519429062,-0.09376751732638502
4,0.20310687400714306,4.022777193122392,0.9908120112824428,0.3531134824327354,0.2849258652104236,-0.15587926794486084,0.11851118223372052,0.8530946696965922,0.8296970071308918,-0.28715824101700665
5,-0.29986008555765054,-0.18627016010915542,-0.18117212784777978,1.6085441035137997,-0.22820608090525707,0.2926480422069112,0.3363595813482746,-0.04573462613208367,0.7157072115893018,0.08534142878222974
6,4.014843832057718,0.37430040375001156,2.4486850372946223,-0.10768416627322916,1.2121158201532958,-0.3628098549580733,-0.16555317276662798,1.108186439985754,0.9842810788546751,0.0537176499649111
7,-0.15707476448437188,-0.15600451386893008,-0.2908292601547765,0.5842186905088234,-0.23198705313979365,2.3462532837348626,0.4392505028303911,-0.34281415162401174,1.0820829771411131,0.12410829799030242
8,0.21559492351688536,0.28683691907327635,0.561690194487319,-0.0294632061849442,0.4035074508830942,-0.34550989298705126,0.05621334168608037,0.411412660298509,0.44973558371034605,-0.4866248468192871
